Date_Time,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 14:14:13,0.727,Cell1
2022-10-10 14:14:13,0.728,Cell1
2022-10-10 14:14:14,0.727,Cell1
2022-10-10 14:14:16,0.726,Cell1
2022-10-10 14:14:17,0.726,Cell1
2022-10-10 14:14:18,0.725,Cell1
2022-10-10 14:14:20,0.726,Cell1
2022-10-10 14:14:21,0.726,Cell1
2022-10-10 14:14:22,0.724,Cell1
2022-10-10 14:14:23,0.725,Cell1
2022-10-10 14:14:25,0.724,Cell1
2022-10-10 14:14:26,0.725,Cell1
2022-10-10 14:14:27,0.725,Cell1
2022-10-10 14:14:28,0.726,Cell1
2022-10-10 14:14:29,0.723,Cell1
2022-10-10 14:14:30,0.725,Cell1
2022-10-10 14:14:32,0.725,Cell1
2022-10-10 14:14:33,0.724,Cell1
2022-10-10 14:14:33,0.725,Cell1
2022-10-10 14:14:34,0.723,Cell1
2022-10-10 14:14:36,0.723,Cell1
2022-10-10 14:14:37,0.723,Cell1
2022-10-10 14:14:38,0.723,Cell1
2022-10-10 14:14:39,0.723,Cell1
2022-10-10 14:14:40,0.723,Cell1
2022-10-10 14:14:41,0.722,Cell1
2022-10-10 14:14:42,0.722,Cell1
2022-10-10 14:14:43,0.723,Cell1
2022-10-10 14:14:44,0.723,Cell1
2022-10-10 14:14:45,0.724,Cell1
2022-10-10 14:14:46,0.722,Cell1
2022-10-10 14:14:48,0.721,Cell1
2022-10-10 14:14:49,0.722,Cell1
2022-10-10 14:14:50,0.722,Cell1
2022-10-10 14:14:51,0.721,Cell1
2022-10-10 14:14:52,0.72,Cell1
2022-10-10 14:14:53,0.721,Cell1
2022-10-10 14:14:54,0.72,Cell1
2022-10-10 14:14:56,0.721,Cell1
2022-10-10 14:14:56,0.721,Cell1
2022-10-10 14:14:57,0.722,Cell1
2022-10-10 14:14:59,0.722,Cell1
2022-10-10 14:15:00,0.722,Cell1
2022-10-10 14:15:01,0.72,Cell1
2022-10-10 14:15:02,0.719,Cell1
2022-10-10 14:15:03,0.722,Cell1
2022-10-10 14:15:04,0.719,Cell1
2022-10-10 14:15:05,0.722,Cell1
2022-10-10 14:15:06,0.72,Cell1
2022-10-10 14:15:07,0.72,Cell1
2022-10-10 14:15:09,0.721,Cell1
2022-10-10 14:15:10,0.717,Cell1
2022-10-10 14:15:11,0.721,Cell1
2022-10-10 14:15:12,0.721,Cell1
2022-10-10 14:15:13,0.721,Cell1
2022-10-10 14:15:15,0.719,Cell1
2022-10-10 14:15:16,0.72,Cell1
2022-10-10 14:15:17,0.72,Cell1
2022-10-10 14:15:18,0.72,Cell1
2022-10-10 14:15:19,0.717,Cell1
2022-10-10 14:15:20,0.719,Cell1
2022-10-10 14:15:21,0.72,Cell1
2022-10-10 14:15:22,0.72,Cell1
2022-10-10 14:15:23,0.719,Cell1
2022-10-10 14:15:25,0.721,Cell1
2022-10-10 14:15:26,0.72,Cell1
2022-10-10 14:15:28,0.72,Cell1
2022-10-10 14:15:29,0.72,Cell1
2022-10-10 14:15:30,0.721,Cell1
2022-10-10 14:15:32,0.718,Cell1
2022-10-10 14:15:33,0.72,Cell1
2022-10-10 14:15:33,0.72,Cell1
2022-10-10 14:15:34,0.72,Cell1
2022-10-10 14:15:36,0.72,Cell1
2022-10-10 14:15:37,0.721,Cell1
2022-10-10 14:15:38,0.722,Cell1
2022-10-10 14:15:39,0.722,Cell1
2022-10-10 14:15:40,0.721,Cell1
2022-10-10 14:15:41,0.723,Cell1
2022-10-10 14:15:42,0.721,Cell1
2022-10-10 14:15:43,0.722,Cell1
2022-10-10 14:15:44,0.722,Cell1
2022-10-10 14:15:45,0.723,Cell1
2022-10-10 14:15:46,0.721,Cell1
2022-10-10 14:15:48,0.722,Cell1
2022-10-10 14:15:49,0.721,Cell1
2022-10-10 14:15:50,0.722,Cell1
2022-10-10 14:15:51,0.723,Cell1
2022-10-10 14:15:52,0.722,Cell1
2022-10-10 14:15:53,0.722,Cell1
2022-10-10 14:15:54,0.72,Cell1
2022-10-10 14:15:56,0.72,Cell1
2022-10-10 14:15:57,0.72,Cell1
2022-10-10 14:15:58,0.721,Cell1
2022-10-10 14:15:59,0.721,Cell1
2022-10-10 14:16:00,0.72,Cell1
2022-10-10 14:16:02,0.722,Cell1
2022-10-10 14:16:02,0.722,Cell1
2022-10-10 14:16:03,0.72,Cell1
2022-10-10 14:16:05,0.72,Cell1
2022-10-10 14:16:06,0.72,Cell1
2022-10-10 14:16:07,0.72,Cell1
2022-10-10 14:16:08,0.72,Cell1
2022-10-10 14:16:09,0.718,Cell1
2022-10-10 14:16:10,0.72,Cell1
2022-10-10 14:16:11,0.72,Cell1
2022-10-10 14:16:12,0.72,Cell1
2022-10-10 14:16:13,0.72,Cell1
2022-10-10 14:16:14,0.72,Cell1
2022-10-10 14:16:15,0.722,Cell1
2022-10-10 14:16:16,0.723,Cell1
2022-10-10 14:16:17,0.725,Cell1
2022-10-10 14:23:54,0.709,Cell1
2022-10-10 14:23:55,0.709,Cell1
2022-10-10 14:23:56,0.709,Cell1
2022-10-10 14:23:57,0.711,Cell1
2022-10-10 14:23:58,0.713,Cell1
2022-10-10 14:24:00,0.703,Cell1
2022-10-10 14:24:01,0.703,Cell1
2022-10-10 14:24:03,0.701,Cell1
2022-10-10 14:24:05,0.695,Cell1
2022-10-10 14:24:07,0.698,Cell1
2022-10-10 14:24:08,0.697,Cell1
2022-10-10 14:24:09,0.693,Cell1
2022-10-10 14:24:10,0.693,Cell1
2022-10-10 14:24:11,0.691,Cell1
2022-10-10 14:24:12,0.69,Cell1
2022-10-10 14:24:13,0.688,Cell1
2022-10-10 14:24:14,0.687,Cell1
2022-10-10 14:24:15,0.684,Cell1
2022-10-10 14:24:16,0.684,Cell1
2022-10-10 14:24:17,0.682,Cell1
2022-10-10 14:24:18,0.681,Cell1
2022-10-10 14:24:19,0.681,Cell1
2022-10-10 14:24:20,0.675,Cell1
2022-10-10 14:24:21,0.672,Cell1
2022-10-10 14:24:22,0.672,Cell1
2022-10-10 14:24:23,0.67,Cell1
2022-10-10 14:24:24,0.667,Cell1
2022-10-10 14:24:25,0.665,Cell1
2022-10-10 14:24:26,0.665,Cell1
2022-10-10 14:24:27,0.662,Cell1
2022-10-10 14:24:28,0.66,Cell1
2022-10-10 14:24:29,0.657,Cell1
2022-10-10 14:24:30,0.654,Cell1
2022-10-10 14:24:31,0.652,Cell1
2022-10-10 14:24:32,0.648,Cell1
2022-10-10 14:24:33,0.647,Cell1
2022-10-10 14:24:34,0.643,Cell1
2022-10-10 14:24:35,0.637,Cell1
2022-10-10 14:24:36,0.638,Cell1
2022-10-10 14:24:37,0.635,Cell1
2022-10-10 14:24:38,0.631,Cell1
2022-10-10 14:24:39,0.628,Cell1
2022-10-10 14:24:40,0.623,Cell1
2022-10-10 14:24:41,0.623,Cell1
2022-10-10 14:24:42,0.621,Cell1
2022-10-10 14:24:43,0.618,Cell1
2022-10-10 14:24:44,0.623,Cell1
2022-10-10 14:24:45,0.627,Cell1
2022-10-10 14:24:46,0.642,Cell1
2022-10-10 14:40:20,0.947,Cell1
2022-10-10 14:40:23,0.958,Cell1
2022-10-10 14:40:25,0.958,Cell1
2022-10-10 14:40:27,0.957,Cell1
2022-10-10 14:40:28,0.958,Cell1
2022-10-10 14:40:29,0.957,Cell1
2022-10-10 14:40:30,0.959,Cell1
2022-10-10 14:40:34,0.958,Cell1
2022-10-10 14:40:36,0.958,Cell1
2022-10-10 14:40:39,0.958,Cell1
2022-10-10 14:40:40,0.959,Cell1
2022-10-10 14:40:46,0.959,Cell1
2022-10-10 14:40:50,0.958,Cell1
2022-10-10 14:40:54,0.959,Cell1
2022-10-10 14:40:57,0.96,Cell1
2022-10-10 14:41:00,0.959,Cell1
2022-10-10 14:41:06,0.958,Cell1
2022-10-10 14:41:09,0.958,Cell1
2022-10-10 14:41:10,0.958,Cell1
2022-10-10 14:41:13,0.958,Cell1
2022-10-10 14:41:22,0.946,Cell1
2022-10-10 14:41:23,0.944,Cell1
2022-10-10 14:41:26,0.943,Cell1
2022-10-10 14:41:28,0.942,Cell1
2022-10-10 14:41:29,0.94,Cell1
2022-10-10 14:41:30,0.941,Cell1
2022-10-10 14:41:33,0.938,Cell1
2022-10-10 14:41:34,0.938,Cell1
2022-10-10 14:41:35,0.936,Cell1
2022-10-10 14:41:36,0.936,Cell1
2022-10-10 14:41:37,0.935,Cell1
2022-10-10 14:41:39,0.933,Cell1
2022-10-10 14:41:40,0.933,Cell1
2022-10-10 14:41:41,0.933,Cell1
2022-10-10 14:41:42,0.93,Cell1
2022-10-10 14:41:44,0.93,Cell1
2022-10-10 14:41:45,0.928,Cell1
2022-10-10 14:41:46,0.927,Cell1
2022-10-10 14:41:47,0.927,Cell1
2022-10-10 14:41:48,0.926,Cell1
2022-10-10 14:41:49,0.925,Cell1
2022-10-10 14:41:51,0.923,Cell1
2022-10-10 14:41:52,0.921,Cell1
2022-10-10 14:41:53,0.922,Cell1
2022-10-10 14:41:55,0.921,Cell1
2022-10-10 14:41:57,0.919,Cell1
2022-10-10 14:41:58,0.918,Cell1
2022-10-10 14:42:06,0.957,Cell1
2022-10-10 14:42:07,0.957,Cell1
2022-10-10 14:42:08,0.957,Cell1
2022-10-10 14:42:10,0.957,Cell1
2022-10-10 14:42:12,0.958,Cell1
2022-10-10 14:42:15,0.958,Cell1
2022-10-10 14:42:19,0.958,Cell1
2022-10-10 14:42:20,0.958,Cell1
2022-10-10 14:42:26,0.822,Cell1
2022-10-10 14:42:27,0.803,Cell1
2022-10-10 14:42:29,0.789,Cell1
2022-10-10 14:42:30,0.789,Cell1
2022-10-10 14:42:32,0.791,Cell1
2022-10-10 14:42:33,0.792,Cell1
2022-10-10 14:42:35,0.791,Cell1
2022-10-10 14:42:36,0.791,Cell1
2022-10-10 14:42:39,0.791,Cell1
2022-10-10 14:42:40,0.791,Cell1
2022-10-10 14:42:43,0.792,Cell1
2022-10-10 14:42:45,0.792,Cell1
2022-10-10 14:42:46,0.792,Cell1
2022-10-10 14:42:50,0.792,Cell1
2022-10-10 14:42:51,0.791,Cell1
2022-10-10 14:42:53,0.792,Cell1
2022-10-10 14:42:55,0.791,Cell1
2022-10-10 14:42:56,0.792,Cell1
2022-10-10 14:42:58,0.789,Cell1
2022-10-10 14:42:59,0.792,Cell1
2022-10-10 14:43:02,0.792,Cell1
2022-10-10 14:43:03,0.791,Cell1
2022-10-10 14:43:06,0.791,Cell1
2022-10-10 14:43:09,0.791,Cell1
2022-10-10 14:43:14,0.792,Cell1
2022-10-10 14:43:20,0.792,Cell1
2022-10-10 14:43:23,0.791,Cell1
2022-10-10 14:43:28,0.792,Cell1
2022-10-10 14:43:37,0.962,Cell1
2022-10-10 14:43:40,0.958,Cell1
2022-10-10 14:43:43,0.953,Cell1
2022-10-10 14:43:45,0.952,Cell1
2022-10-10 14:43:46,0.95,Cell1
2022-10-10 14:43:51,0.946,Cell1
2022-10-10 14:43:58,0.94,Cell1
2022-10-10 14:43:59,0.941,Cell1
2022-10-10 14:44:00,0.939,Cell1
2022-10-10 14:44:01,0.939,Cell1
2022-10-10 14:44:03,0.94,Cell1
2022-10-10 14:44:04,0.939,Cell1
2022-10-10 14:44:08,0.941,Cell1
2022-10-10 14:44:09,0.942,Cell1
2022-10-10 14:44:10,0.94,Cell1
2022-10-10 14:44:11,0.942,Cell1
2022-10-10 14:44:13,0.942,Cell1
2022-10-10 14:44:14,0.942,Cell1
2022-10-10 14:44:16,0.941,Cell1
2022-10-10 14:44:19,0.939,Cell1
2022-10-10 14:44:21,0.938,Cell1
2022-10-10 14:44:24,0.938,Cell1
2022-10-10 14:44:25,0.936,Cell1
2022-10-10 14:44:26,0.936,Cell1
2022-10-10 14:44:33,0.932,Cell1
2022-10-10 14:44:34,0.93,Cell1
2022-10-10 14:44:49,0.919,Cell1
